"x" "y" "z"
"30865" 13385 4779 12
"30866" 13408 4247 12
"30867" 13401 4464 12
"30868" 13401 4525 12
"30869" 13411 4407 7
"30870" 13395 4909 12
"30871" 13403 4705 12
"30872" 13410 4488 8
"30873" 13420 4041 7
"30874" 13412 4280 7
"30875" 13402 4963 12
"30876" 13405 4351 7
"30877" 13367 4996 12
"30878" 13404 4672 12
"30879" 13398 4815 9
"30880" 13409 4604 12
"30881" 13382 4850 6
"30882" 13398 4998 7
"30883" 13406 4438 7
"30884" 13382 4984 12
"30885" 13407 4850 12
"30886" 13407 5024 12
"30887" 13415 4780 7
"30888" 12080 5290 10
"30889" 12091 5044 6
"30890" 12082 5663 12
"30891" 12085 5530 10
"30892" 12096 5078 6
"30893" 12095 5147 7
"30894" 12093 5249 10
"30895" 12082 5984 7
"30896" 12105 5110 10
"30897" 12111 5146 12
"30898" 12100 5191 12
"30899" 12099 5297 12
"30900" 12106 5167 6
"30901" 12106 5217 12
"30902" 12104 5363 12
"30903" 12090 5708 12
"30904" 12102 5268 10
"30905" 12105 5350 8
"30906" 12114 5198 10
"30907" 12087 5647 6
"30908" 12103 5325 12
"30909" 12100 5412 11
"30910" 12093 5824 11
"30911" 12088 5733 6
"30912" 12095 5572 10
"30913" 12114 5312 6
"30914" 12111 5615 12
"30915" 12092 5597 10
"30916" 12095 5670 6
"30917" 12096 5786 11
"30918" 12101 5629 6
"30919" 12113 5438 10
"30920" 12103 5693 11
"30921" 12116 5477 11
"30922" 12105 5710 6
"30923" 12117 5386 10
"30924" 12105 5909 10
"30925" 12123 5096 12
"30926" 12091 5849 7
"30927" 12124 5056 10
"30928" 12113 5501 12
"30929" 12113 5539 10
"30930" 12091 5970 6
"30931" 12111 5991 6
"30932" 12121 5453 7
"30933" 12127 5113 7
"30934" 12130 5259 10
"30935" 12112 5650 12
"30936" 12115 5466 7
"30937" 12132 5185 6
"30938" 12129 5209 10
"30939" 12133 5350 10
"30940" 12137 5157 12
"30941" 12098 5861 11
"30942" 12133 5392 12
"30943" 12135 5441 10
"30944" 12120 5516 12
"30945" 12102 6011 6
"30946" 12125 5279 6
"30947" 12140 5066 12
"30948" 12136 5378 7
"30949" 12128 5563 12
"30950" 12136 5705 11
"30951" 12123 5953 12
"30952" 12123 5991 12
"30953" 12129 5765 12
"30954" 12120 5630 6
"30955" 12146 5089 11
"30956" 12122 5736 12
"30957" 12131 5589 6
"30958" 12120 5777 6
"30959" 12120 5808 7
"30960" 12118 5849 7
"30961" 12132 5814 10
"30962" 12140 5451 12
"30963" 12149 5145 7
"30964" 12130 5851 12
"30965" 12130 5866 12
"30966" 12150 5291 6
"30967" 12141 5484 6
"30968" 12154 5171 10
"30969" 12158 5219 7
"30970" 12161 5126 9
"30971" 12159 5242 10
"30972" 12159 5271 12
"30973" 12164 5046 10
"30974" 12148 5304 10
"30975" 12148 5373 12
"30976" 12143 5809 12
"30977" 12158 5449 12
"30978" 12161 5398 10
"30979" 12143 5894 10
"30980" 12158 5594 6
"30981" 12161 5524 7
"30982" 12155 5501 7
"30983" 12139 5666 10
"30984" 12139 5683 6
"30985" 12146 5961 7
"30986" 12159 5852 6
"30987" 12170 5106 6
"30988" 12147 5563 12
"30989" 12142 5521 10
"30990" 12165 5281 7
"30991" 12144 5837 12
"30992" 12145 5791 7
"30993" 12167 5479 7
"30994" 12145 5933 11
"30995" 12145 5981 12
"30996" 12145 6001 7
"30997" 12164 5637 9
"30998" 12178 5147 10
"30999" 12180 5070 11
"31000" 12172 5326 10
"31001" 12141 5738 12
"31002" 12151 5875 12
"31003" 12180 5206 12
"31004" 12166 5723 12
"31005" 12169 5223 12
"31006" 12156 5823 7
"31007" 12157 5625 10
"31008" 12186 5166 8
"31009" 12188 5293 12
"31010" 12181 5306 6
"31011" 12169 5707 7
"31012" 12185 5348 10
"31013" 12185 5392 11
"31014" 12163 5903 11
"31015" 12188 5594 10
"31016" 12191 5513 7
"31017" 12190 5109 11
"31018" 12173 5686 6
"31019" 12196 5271 10
"31020" 12157 6023 11
"31021" 12190 5192 6
"31022" 12172 5856 12
"31023" 12160 5765 12
"31024" 12168 5803 6
"31025" 12191 5694 12
"31026" 12169 5981 7
"31027" 12172 6012 6
"31028" 12198 5167 12
"31029" 12188 5759 6
"31030" 12198 5244 10
"31031" 12207 5065 7
"31032" 12179 5514 12
"31033" 12207 5091 12
"31034" 12206 5111 7
"31035" 12198 5326 6
"31036" 12179 5570 6
"31037" 12191 5725 6
"31038" 12212 5039 10
"31039" 12195 5827 12
"31040" 12192 5638 7
"31041" 12186 5542 12
"31042" 12177 5599 12
"31043" 12195 6016 10
"31044" 12183 5832 12
"31045" 12187 5580 12
"31046" 12190 5879 12
"31047" 12199 5488 6
"31048" 12187 5790 10
"31049" 12199 5759 12
"31050" 12208 5709 11
"31051" 12215 5192 10
"31052" 12199 5861 12
"31053" 12207 5401 7
"31054" 12218 5217 6
"31055" 12210 5448 10
"31056" 12217 5365 10
"31057" 12208 5910 11
"31058" 12210 5570 12
"31059" 12210 5637 12
"31060" 12217 5581 6
"31061" 12179 5996 12
"31062" 12210 5782 6
"31063" 12228 5151 11
"31064" 12227 5182 6
"31065" 12202 5650 7
"31066" 12226 5270 7
"31067" 12222 5338 12
"31068" 12211 5525 12
"31069" 12231 5043 6
"31070" 12216 5411 10
"31071" 12211 5837 6
"31072" 12209 5754 12
"31073" 12222 5631 10
"31074" 12236 5230 10
"31075" 12214 5620 12
"31076" 12236 5313 10
"31077" 12214 5900 10
"31078" 12207 5955 12
"31079" 12241 5045 6
"31080" 12231 5474 11
"31081" 12248 5170 10
"31082" 12230 5511 10
"31083" 12230 5548 6
"31084" 12234 5825 11
"31085" 12246 5488 6
"31086" 12209 5862 10
"31087" 12238 5115 7
"31088" 12246 5601 7
"31089" 12242 5660 6
"31090" 12234 5923 6
"31091" 12246 5755 12
"31092" 12223 5729 6
"31093" 12230 5759 7
"31094" 12254 5092 12
"31095" 12240 5728 12
"31096" 12244 5778 6
"31097" 12205 5995 6
"31098" 12253 5061 10
"31099" 12223 5861 12
"31100" 12249 5589 11
"31101" 12239 5717 10
"31102" 12236 5909 10
"31103" 12251 5335 12
"31104" 12231 5888 12
"31105" 12233 5872 7
"31106" 12230 6009 10
"31107" 12232 5670 12
"31108" 12258 5253 10
"31109" 12263 5123 10
"31110" 12252 5566 6
"31111" 12254 5445 11
"31112" 12247 5461 10
"31113" 12263 5283 10
"31114" 12254 5639 10
"31115" 12245 5943 10
"31116" 12253 5714 12
"31117" 12233 6031 6
"31118" 12271 5058 7
"31119" 12267 5405 10
"31120" 12241 5520 10
"31121" 12238 5860 12
"31122" 12224 5984 12
"31123" 12253 5894 7
"31124" 12259 5475 12
"31125" 12268 5187 12
"31126" 12280 5172 6
"31127" 12282 5135 7
"31128" 12278 5265 12
"31129" 12262 5552 6
"31130" 12282 5235 11
"31131" 12264 5806 12
"31132" 12256 5774 12
"31133" 12268 5502 12
"31134" 12258 5906 10
"31135" 12276 5542 12
"31136" 12267 5850 10
"31137" 12267 6018 6
"31138" 12263 5689 12
"31139" 12259 5986 12
"31140" 12294 5074 8
"31141" 12282 5658 10
"31142" 12271 5471 12
"31143" 12289 5288 10
"31144" 12274 5317 11
"31145" 12283 5509 10
"31146" 12286 5208 12
"31147" 12280 5567 6
"31148" 12273 5632 7
"31149" 12273 5718 12
"31150" 12303 5171 10
"31151" 12287 5578 12
"31152" 12287 5605 10
"31153" 12287 5758 6
"31154" 12307 5040 10
"31155" 12283 5720 10
"31156" 12304 5256 10
"31157" 12286 5457 9
"31158" 12306 5095 10
"31159" 12302 5205 10
"31160" 12311 5357 11
"31161" 12302 5288 6
"31162" 12302 5322 10
"31163" 12303 5613 12
"31164" 12304 5398 10
"31165" 12295 5858 6
"31166" 12293 5949 11
"31167" 12306 5644 6
"31168" 12308 5524 10
"31169" 12308 5555 7
"31170" 12301 5668 12
"31171" 12294 5682 10
"31172" 12317 5044 7
"31173" 12284 5891 6
"31174" 12294 5838 10
"31175" 12295 5934 10
"31176" 12295 6001 6
"31177" 12311 5747 11
"31178" 12321 5141 11
"31179" 12326 5058 12
"31180" 12312 5275 12
"31181" 12307 5961 12
"31182" 12302 5786 10
"31183" 12316 5807 7
"31184" 12330 5070 8
"31185" 12318 5424 10
"31186" 12309 5858 12
"31187" 12321 5723 12
"31188" 12301 5879 12
"31189" 12332 5094 10
"31190" 12323 5569 10
"31191" 12301 6029 10
"31192" 12319 5297 7
"31193" 12326 5461 10
"31194" 12329 5165 12
"31195" 12315 5829 12
"31196" 12336 5216 10
"31197" 12327 5521 12
"31198" 12317 5610 6
"31199" 12327 5657 12
"31200" 12323 5769 12
"31201" 12347 5134 12
"31202" 12322 5599 12
"31203" 12332 5623 6
"31204" 12339 5375 10
"31205" 12348 5608 12
"31206" 12352 5446 7
"31207" 12317 5706 10
"31208" 12336 5577 12
"31209" 12336 5637 10
"31210" 12351 5540 10
"31211" 12337 5815 11
"31212" 12356 5310 10
"31213" 12343 5878 11
"31214" 12343 5926 12
"31215" 12360 5089 12
"31216" 12338 5793 6
"31217" 12363 5175 7
"31218" 12364 5257 11
"31219" 12338 6025 6
"31220" 12349 5758 12
"31221" 12365 5101 10
"31222" 12347 5774 10
"31223" 12347 5902 12
"31224" 12367 5148 8
"31225" 12369 5079 8
"31226" 12371 5055 10
"31227" 12345 5489 7
"31228" 12333 5838 8
"31229" 12322 5899 7
"31230" 12372 5229 12
"31231" 12364 5721 10
"31232" 12364 5801 10
"31233" 12350 5412 12
"31234" 12356 6005 12
"31235" 12370 5490 7
"31236" 12351 5860 7
"31237" 12350 5954 10
"31238" 12371 5648 6
"31239" 12358 5693 12
"31240" 12383 5036 7
"31241" 12379 5464 12
"31242" 12362 5350 11
"31243" 12362 5390 10
"31244" 12379 5533 12
"31245" 12375 5849 12
"31246" 12387 5075 12
"31247" 12357 5673 10
"31248" 12366 5624 12
"31249" 12386 5705 10
"31250" 12392 5124 9
"31251" 12367 5924 11
"31252" 12387 5199 11
"31253" 12387 5285 10
"31254" 12398 5037 10
"31255" 12383 5397 10
"31256" 12391 5495 7
"31257" 12383 5556 10
"31258" 12399 5074 10
"31259" 12387 5329 12
"31260" 12395 5166 10
"31261" 12379 5745 10
"31262" 12392 5387 12
"31263" 12404 5358 10
"31264" 12407 5204 7
"31265" 12383 5952 12
"31266" 12396 5434 11
"31267" 12398 5968 11
"31268" 12412 5069 7
"31269" 12380 5881 10
"31270" 12401 5222 7
"31271" 12381 6033 11
"31272" 12377 6007 6
"31273" 12413 5229 12
"31274" 12403 5594 10
"31275" 12393 5683 12
"31276" 12412 5421 9
"31277" 12392 5779 12
"31278" 12396 5505 12
"31279" 12405 5882 11
"31280" 12422 5108 10
"31281" 12408 5538 10
"31282" 12403 5727 12
"31283" 12418 5411 12
"31284" 12428 5044 6
"31285" 12429 5075 12
"31286" 12418 5593 10
"31287" 12402 5820 10
"31288" 12400 6009 10
"31289" 12406 5640 10
"31290" 12425 5186 10
"31291" 12421 5645 12
"31292" 12423 5273 10
"31293" 12434 5100 11
"31294" 12414 5756 12
"31295" 12430 5150 10
"31296" 12409 5552 8
"31297" 12421 5896 10
"31298" 12426 5332 10
"31299" 12416 5460 10
"31300" 12436 5170 12
"31301" 12424 5744 10
"31302" 12441 5083 9
"31303" 12431 5382 10
"31304" 12432 5818 7
"31305" 12432 5828 10
"31306" 12431 5722 10
"31307" 12436 5844 7
"31308" 12418 5864 12
"31309" 12411 5800 10
"31310" 12445 5298 10
"31311" 12450 5689 9
"31312" 12459 5040 10
"31313" 12419 5694 11
"31314" 12451 5430 10
"31315" 12448 5475 8
"31316" 12447 5560 10
"31317" 12447 5610 12
"31318" 12426 5840 12
"31319" 12447 5657 6
"31320" 12441 5488 12
"31321" 12443 5791 7
"31322" 12460 5699 12
"31323" 12444 5750 10
"31324" 12462 5238 10
"31325" 12462 5338 12
"31326" 12438 5514 12
"31327" 12455 5203 11
"31328" 12459 5678 12
"31329" 12461 5186 8
"31330" 12456 5772 12
"31331" 12464 5414 11
"31332" 12435 6008 8
"31333" 12449 5958 10
"31334" 12477 5081 12
"31335" 12438 5633 12
"31336" 12480 5593 10
"31337" 12482 5229 7
"31338" 12472 5550 12
"31339" 12466 5443 10
"31340" 12483 5066 7
"31341" 12438 5909 9
"31342" 12482 5350 7
"31343" 12479 5485 12
"31344" 12471 5379 12
"31345" 12465 5782 7
"31346" 12482 5517 10
"31347" 12475 5650 10
"31348" 12486 5123 11
"31349" 12477 5424 12
"31350" 12481 5257 7
"31351" 12471 5709 10
"31352" 12475 5741 12
"31353" 12482 5974 10
"31354" 12493 5057 10
"31355" 12490 5463 10
"31356" 12493 5176 10
"31357" 12489 5268 10
"31358" 12489 5303 10
"31359" 12491 5371 7
"31360" 12463 6006 11
"31361" 12466 5846 10
"31362" 12477 5763 10
"31363" 12467 5959 7
"31364" 12477 5787 12
"31365" 12501 5093 12
"31366" 12495 5188 10
"31367" 12489 5788 10
"31368" 12469 5815 11
"31369" 12497 5555 10
"31370" 12469 5885 10
"31371" 12473 5948 10
"31372" 12496 5578 12
"31373" 12498 5518 10
"31374" 12509 5119 7
"31375" 12509 5145 10
"31376" 12492 5685 12
"31377" 12501 5800 11
"31378" 12509 5346 7
"31379" 12520 5048 10
"31380" 12511 5556 7
"31381" 12523 5059 7
"31382" 12506 5581 10
"31383" 12506 5650 7
"31384" 12518 5255 12
"31385" 12511 5784 8
"31386" 12509 5485 10
"31387" 12509 5525 12
"31388" 12514 5220 10
"31389" 12528 5091 12
"31390" 12529 5148 10
"31391" 12488 5858 10
"31392" 12506 5710 12
"31393" 12529 5370 12
"31394" 12529 5488 12
"31395" 12525 5423 10
"31396" 12510 5769 11
"31397" 12522 5713 12
"31398" 12535 5197 10
"31399" 12507 6003 10
"31400" 12509 5940 10
"31401" 12538 5131 7
"31402" 12510 5910 12
"31403" 12535 5291 11
"31404" 12539 5053 10
"31405" 12514 5444 10
"31406" 12539 5121 10
"31407" 12539 5162 10
"31408" 12521 5882 12
"31409" 12541 5178 6
"31410" 12531 5629 10
"31411" 12523 5852 12
"31412" 12543 5340 12
"31413" 12537 5254 10
"31414" 12532 5779 12
"31415" 12541 5587 7
"31416" 12551 5080 7
"31417" 12543 5530 10
"31418" 12532 5827 10
"31419" 12548 5351 8
"31420" 12535 5877 6
"31421" 12545 5399 11
"31422" 12542 5308 10
"31423" 12555 5306 12
"31424" 12514 5727 12
"31425" 12559 5044 6
"31426" 12538 5553 7
"31427" 12553 5638 10
"31428" 12514 5979 12
"31429" 12544 5903 7
"31430" 12524 5955 12
"31431" 12524 6027 12
"31432" 12557 5457 10
"31433" 12539 5684 10
"31434" 12564 5269 10
"31435" 12564 5354 12
"31436" 12569 5328 12
"31437" 12571 5121 12
"31438" 12571 5238 11
"31439" 12569 5576 12
"31440" 12559 5188 11
"31441" 12577 5175 6
"31442" 12545 5920 12
"31443" 12547 5940 12
"31444" 12563 5386 9
"31445" 12552 5749 10
"31446" 12575 5543 12
"31447" 12560 5483 10
"31448" 12560 5663 12
"31449" 12560 5803 11
"31450" 12576 5514 7
"31451" 12560 5851 12
"31452" 12577 5891 12
"31453" 12559 5582 10
"31454" 12561 5688 12
"31455" 12573 5488 12
"31456" 12569 6000 10
"31457" 12583 5080 12
"31458" 12559 5717 7
"31459" 12583 5215 10
"31460" 12574 5769 12
"31461" 12583 5296 7
"31462" 12589 5062 10
"31463" 12579 5388 10
"31464" 12590 5136 12
"31465" 12556 5738 12
"31466" 12579 5409 12
"31467" 12587 5450 7
"31468" 12558 5868 12
"31469" 12595 5033 8
"31470" 12596 5152 7
"31471" 12591 5684 7
"31472" 12551 5879 8
"31473" 12595 5108 10
"31474" 12584 5627 12
"31475" 12585 5657 10
"31476" 12567 5930 7
"31477" 12590 5466 12
"31478" 12587 6034 10
"31479" 12584 5829 10
"31480" 12601 5271 12
"31481" 12601 5406 8
"31482" 12589 5571 6
"31483" 12600 5310 11
"31484" 12606 5154 12
"31485" 12586 5600 12
"31486" 12596 5345 12
"31487" 12600 5356 7
"31488" 12608 5119 8
"31489" 12601 5800 12
"31490" 12593 5433 12
"31491" 12589 5743 10
"31492" 12592 5985 7
"31493" 12616 5082 12
"31494" 12578 5963 12
"31495" 12613 5230 12
"31496" 12608 5291 7
"31497" 12604 5550 12
"31498" 12594 5788 12
"31499" 12612 5400 12
"31500" 12588 5946 7
"31501" 12619 5181 7
"31502" 12604 5872 12
"31503" 12603 5228 7
"31504" 12625 5326 8
"31505" 12597 5934 12
"31506" 12600 5853 12
"31507" 12624 5618 9
"31508" 12616 5658 12
"31509" 12614 5463 12
"31510" 12609 5758 12
"31511" 12613 5507 10
"31512" 12624 5830 7
"31513" 12622 5894 12
"31514" 12618 5451 8
"31515" 12602 6013 11
"31516" 12644 5114 12
"31517" 12639 5278 8
"31518" 12633 5700 10
"31519" 12643 5055 12
"31520" 12614 5591 10
"31521" 12632 5299 12
"31522" 12619 5730 12
"31523" 12613 5631 11
"31524" 12614 5689 12
"31525" 12635 5258 12
"31526" 12637 5181 12
"31527" 12643 5225 11
"31528" 12627 5341 12
"31529" 12613 5768 7
"31530" 12637 5459 12
"31531" 12651 5099 7
"31532" 12637 5523 11
"31533" 12637 5570 10
"31534" 12650 5190 7
"31535" 12637 5610 12
"31536" 12649 5152 12
"31537" 12639 5377 7
"31538" 12653 5076 7
"31539" 12634 5501 7
"31540" 12634 5661 10
"31541" 12630 5399 10
"31542" 12630 5435 10
"31543" 12649 5345 7
"31544" 12655 5286 12
"31545" 12627 5488 12
"31546" 12613 5912 12
"31547" 12613 5979 12
"31548" 12646 5786 7
"31549" 12651 6019 12
"31550" 12646 5904 7
"31551" 12640 5804 11
"31552" 12655 5768 12
"31553" 12662 5358 10
"31554" 12658 5243 7
"31555" 12671 5067 11
"31556" 12638 5756 12
"31557" 12635 5849 11
"31558" 12656 5296 7
"31559" 12667 5385 10
"31560" 12638 5937 11
"31561" 12671 5147 10
"31562" 12652 5996 9
"31563" 12670 5244 11
"31564" 12653 5860 10
"31565" 12662 5664 7
"31566" 12664 5471 12
"31567" 12668 5180 11
"31568" 12663 5528 10
"31569" 12663 5626 10
"31570" 12665 5572 10
"31571" 12680 5503 12
"31572" 12661 5493 12
"31573" 12662 5819 7
"31574" 12644 5961 7
"31575" 12668 5342 12
"31576" 12682 5248 12
"31577" 12683 5276 11
"31578" 12667 5727 10
"31579" 12685 5226 10
"31580" 12667 5973 12
"31581" 12690 5349 12
"31582" 12674 5661 12
"31583" 12698 5043 11
"31584" 12678 5966 10
"31585" 12687 5315 11
"31586" 12696 5136 12
"31587" 12689 5123 6
"31588" 12691 5378 7
"31589" 12691 5400 12
"31590" 12679 5569 10
"31591" 12702 5094 12
"31592" 12701 5192 12
"31593" 12691 5413 8
"31594" 12691 5436 10
"31595" 12674 5915 11
"31596" 12687 5697 12
"31597" 12668 5784 12
"31598" 12709 5056 7
"31599" 12682 6008 11
"31600" 12691 5618 10
"31601" 12689 5557 7
"31602" 12709 5258 7
"31603" 12692 5758 7
"31604" 12703 5668 10
"31605" 12709 5331 7
"31606" 12695 5532 10
"31607" 12710 5144 10
"31608" 12689 5851 10
"31609" 12679 5887 11
"31610" 12695 5571 12
"31611" 12684 5837 12
"31612" 12711 5225 12
"31613" 12704 5373 12
"31614" 12702 5708 12
"31615" 12712 5236 12
"31616" 12712 5281 12
"31617" 12708 5784 10
"31618" 12711 5572 12
"31619" 12702 5853 12
"31620" 12722 5078 12
"31621" 12722 5122 12
"31622" 12712 5603 8
"31623" 12710 5483 10
"31624" 12712 5832 12
"31625" 12719 5163 7
"31626" 12695 5802 10
"31627" 12708 5927 12
"31628" 12699 5543 11
"31629" 12717 5269 10
"31630" 12721 5185 12
"31631" 12709 5969 10
"31632" 12715 5380 8
"31633" 12733 5147 12
"31634" 12731 5304 10
"31635" 12736 5131 6
"31636" 12716 5521 12
"31637" 12724 5855 7
"31638" 12741 5066 10
"31639" 12713 5772 12
"31640" 12740 5383 10
"31641" 12739 5237 10
"31642" 12704 5887 10
"31643" 12732 5449 10
"31644" 12746 5179 12
"31645" 12744 5217 10
"31646" 12736 5856 10
"31647" 12730 5738 10
"31648" 12747 5350 12
"31649" 12743 5490 12
"31650" 12756 5105 10
"31651" 12754 5132 10
"31652" 12742 5615 10
"31653" 12761 5080 10
"31654" 12747 5517 7
"31655" 12754 5441 12
"31656" 12745 5557 10
"31657" 12739 5685 11
"31658" 12733 5923 10
"31659" 12748 5930 12
"31660" 12732 5824 12
"31661" 12732 5990 10
"31662" 12743 5717 10
"31663" 12768 5101 12
"31664" 12755 5409 10
"31665" 12761 5542 12
"31666" 12762 5318 12
"31667" 12739 5794 12
"31668" 12743 5894 11
"31669" 12764 5420 12
"31670" 12749 5759 10
"31671" 12761 5879 12
"31672" 12779 5168 12
"31673" 12772 5350 12
"31674" 12775 5146 10
"31675" 12756 5687 12
"31676" 12718 6013 11
"31677" 12765 5373 10
"31678" 12772 5570 7
"31679" 12769 5593 12
"31680" 12784 5040 10
"31681" 12781 5713 10
"31682" 12762 5802 9
"31683" 12758 5830 12
"31684" 12783 5189 7
"31685" 12764 5998 7
"31686" 12783 5260 10
"31687" 12775 5609 12
"31688" 12779 5282 11
"31689" 12777 5216 12
"31690" 12791 5437 11
"31691" 12765 5786 10
"31692" 12782 5371 9
"31693" 12777 5781 12
"31694" 12767 5671 12
"31695" 12771 5874 8
"31696" 12793 5120 12
"31697" 12803 5053 12
"31698" 12775 5963 8
"31699" 12757 6024 10
"31700" 12805 5132 7
"31701" 12796 5618 10
"31702" 12806 5330 10
"31703" 12810 5077 10
"31704" 12780 5752 12
"31705" 12780 5901 12
"31706" 12811 5280 7
"31707" 12807 5221 10
"31708" 12807 5368 10
"31709" 12781 5975 12
"31710" 12815 5107 12
"31711" 12815 5143 12
"31712" 12815 5181 10
"31713" 12801 5293 12
"31714" 12795 5379 10
"31715" 12768 5933 7
"31716" 12807 5541 10
"31717" 12811 5681 10
"31718" 12783 5938 12
"31719" 12807 5979 12
"31720" 12811 5755 12
"31721" 12813 5500 10
"31722" 12813 5653 10
"31723" 12798 5581 12
"31724" 12824 5051 7
"31725" 12816 5606 12
"31726" 12801 5793 10
"31727" 12794 6012 10
"31728" 12805 5782 12
"31729" 12801 5812 12
"31730" 12824 5256 12
"31731" 12817 5451 12
"31732" 12830 5218 12
"31733" 12824 5827 7
"31734" 12837 5094 7
"31735" 12823 6009 10
"31736" 12837 5272 7
"31737" 12808 5618 12
"31738" 12839 5145 10
"31739" 12827 5310 11
"31740" 12842 5052 10
"31741" 12818 5992 12
"31742" 12795 5878 12
"31743" 12817 5910 11
"31744" 12845 5589 10
"31745" 12851 5083 12
"31746" 12849 5133 7
"31747" 12837 5441 12
"31748" 12844 5654 7
"31749" 12834 5793 10
"31750" 12837 5564 9
"31751" 12856 5110 6
"31752" 12839 5488 7
"31753" 12854 5373 10
"31754" 12854 5503 12
"31755" 12829 5522 12
"31756" 12857 5309 12
"31757" 12857 5325 11
"31758" 12857 5471 12
"31759" 12848 5211 10
"31760" 12859 5413 11
"31761" 12837 5628 12
"31762" 12826 5960 10
"31763" 12850 5772 11
"31764" 12865 5235 11
"31765" 12850 5874 7
"31766" 12843 5682 12
"31767" 12850 6014 10
"31768" 12866 5388 12
"31769" 12841 5825 12
"31770" 12842 5864 10
"31771" 12860 5650 12
"31772" 12866 5634 12
"31773" 12846 5671 10
"31774" 12862 5994 12
"31775" 12876 5070 7
"31776" 12873 5155 12
"31777" 12875 5129 12
"31778" 12846 5891 10
"31779" 12868 5300 8
"31780" 12875 5203 11
"31781" 12860 6006 12
"31782" 12857 5816 10
"31783" 12882 5037 10
"31784" 12854 5936 10
"31785" 12872 5547 11
"31786" 12840 5931 7
"31787" 12883 5617 12
"31788" 12868 5801 12
"31789" 12875 5426 10
"31790" 12890 5149 7
"31791" 12883 5669 10
"31792" 12881 5465 12
"31793" 12873 5623 10
"31794" 12884 5309 12
"31795" 12876 5706 11
"31796" 12888 5123 11
"31797" 12885 5487 10
"31798" 12882 5576 12
"31799" 12873 5768 7
"31800" 12891 5391 10
"31801" 12872 5867 11
"31802" 12880 5520 12
"31803" 12900 5151 12
"31804" 12875 5966 12
"31805" 12875 6027 6
"31806" 12895 5444 12
"31807" 12886 5816 11
"31808" 12901 5089 11
"31809" 12911 5057 11
"31810" 12908 5177 11
"31811" 12885 5786 12
"31812" 12906 5239 12
"31813" 12894 5987 11
"31814" 12887 5863 10
"31815" 12900 5373 12
"31816" 12906 5284 12
"31817" 12906 5296 10
"31818" 12908 5347 12
"31819" 12906 5511 12
"31820" 12884 5727 12
"31821" 12918 5203 12
"31822" 12901 5389 7
"31823" 12922 5143 12
"31824" 12913 5786 10
"31825" 12913 5836 9
"31826" 12930 5049 8
"31827" 12913 5942 10
"31828" 12917 5544 11
"31829" 12935 5073 7
"31830" 12934 5292 6
"31831" 12928 5196 7
"31832" 12938 5036 10
"31833" 12920 5823 11
"31834" 12926 5111 12
"31835" 12915 5749 10
"31836" 12928 5323 12
"31837" 12926 5241 6
"31838" 12923 5388 10
"31839" 12945 5124 10
"31840" 12919 5618 10
"31841" 12909 5587 11
"31842" 12945 5428 8
"31843" 12926 5607 7
"31844" 12931 5453 10
"31845" 12947 5261 12
"31846" 12902 5690 10
"31847" 12945 5744 10
"31848" 12936 5504 11
"31849" 12930 5586 7
"31850" 12947 5487 12
"31851" 12941 5225 11
"31852" 12930 5713 12
"31853" 12940 5322 10
"31854" 12944 5687 10
"31855" 12923 5680 12
"31856" 12944 5791 10
"31857" 12949 5672 12
"31858" 12942 6017 12
"31859" 12938 5648 6
"31860" 12928 5939 7
"31861" 12952 5356 10
"31862" 12951 5201 7
"31863" 12960 5125 8
"31864" 12949 5936 11
"31865" 12956 5091 11
"31866" 12933 5900 12
"31867" 12946 5555 12
"31868" 12953 5272 10
"31869" 12958 5178 12
"31870" 12932 5911 7
"31871" 12923 5976 11
"31872" 12946 5620 12
"31873" 12961 5396 10
"31874" 12955 5589 12
"31875" 12966 5630 12
"31876" 12965 5211 10
"31877" 12968 5286 9
"31878" 12969 5147 10
"31879" 12970 5507 10
"31880" 12975 5041 9
"31881" 12951 5822 8
"31882" 12964 5275 7
"31883" 12966 5874 12
"31884" 12979 5092 8
"31885" 12954 5526 7
"31886" 12970 5709 6
"31887" 12973 5665 12
"31888" 12973 5719 10
"31889" 12973 5770 10
"31890" 12924 5955 9
"31891" 12956 5913 10
"31892" 12983 5147 10
"31893" 12988 5397 10
"31894" 12971 5334 7
"31895" 12971 5466 7
"31896" 12971 5566 6
"31897" 12960 5997 10
"31898" 12986 5259 10
"31899" 12993 5172 10
"31900" 12980 5579 12
"31901" 12983 5367 10
"31902" 12994 5444 7
"31903" 12996 5487 12
"31904" 12990 5557 12
"31905" 12996 5644 10
"31906" 12999 5528 12
"31907" 12996 5726 10
"31908" 12991 5334 12
"31909" 13005 5085 9
"31910" 12991 5575 12
"31911" 12974 5698 10
"31912" 12989 5528 7
"31913" 13004 5206 10
"31914" 12977 5749 8
"31915" 12995 5980 10
"31916" 13010 5178 12
"31917" 13014 5145 7
"31918" 12986 5961 7
"31919" 13015 5337 12
"31920" 12975 5957 11
"31921" 13021 5110 11
"31922" 13006 5301 12
"31923" 12967 5681 7
"31924" 13006 5417 12
"31925" 13019 5475 12
"31926" 13020 5233 10
"31927" 12991 5917 10
"31928" 13023 5186 10
"31929" 13007 5595 6
"31930" 13016 5269 11
"31931" 13005 5546 12
"31932" 13006 5698 10
"31933" 13016 5381 7
"31934" 12969 5853 12
"31935" 13013 5658 7
"31936" 13021 5325 8
"31937" 13031 5165 12
"31938" 12969 5891 12
"31939" 13033 5079 10
"31940" 13030 5365 10
