"x" "y" "z"
"535" 10545 257 10
"536" 10540 494 11
"537" 10540 562 11
"538" 10515 591 6
"539" 10550 136 11
"540" 10554 70 10
"541" 10546 44 11
"542" 10557 223 5
"543" 10554 714 8
"544" 10535 593 11
"545" 10534 829 9
"546" 10558 112 4
"547" 10527 863 10
"548" 10550 300 1
"549" 10567 88 5
"550" 10568 102 11
"551" 10562 190 8
"552" 10567 273 10
"553" 10562 341 11
"554" 10547 979 10
"555" 10556 811 7
"556" 10575 142 9
"557" 10572 39 11
"558" 10573 65 4
"559" 10549 703 11
"560" 10555 925 10
"561" 10566 368 10
"562" 10571 600 11
"563" 10549 883 9
"564" 10563 753 7
"565" 10576 852 5
"566" 10587 114 4
"567" 10594 83 5
"568" 10584 637 4
"569" 10601 39 11
"570" 10598 145 11
"571" 10573 996 7
"572" 10575 671 10
"573" 10604 80 11
"574" 10602 197 11
"575" 10598 332 9
"576" 10588 362 6
"577" 10607 15 3
"578" 10566 507 9
"579" 10575 947 10
"580" 10592 406 10
"581" 10583 650 3
"582" 10609 150 7
"583" 10595 293 9
"584" 10587 510 10
"585" 10582 888 9
"586" 10566 646 9
"587" 10582 969 10
"588" 10587 622 8
"589" 10597 234 10
"590" 10604 369 11
"591" 10606 219 5
"592" 10596 532 6
"593" 10611 695 9
"594" 10594 663 5
"595" 10594 739 6
"596" 10614 166 7
"597" 10595 713 10
"598" 10596 861 5
"599" 10595 758 10
"600" 10625 66 9
"601" 10625 94 6
"602" 10623 110 11
"603" 10595 880 11
"604" 10610 582 7
"605" 10626 44 3
"606" 10612 474 11
"607" 10616 628 11
"608" 10620 282 9
"609" 10612 525 11
"610" 10604 832 10
"611" 10615 355 7
"612" 10600 819 7
"613" 10622 199 7
"614" 10618 432 9
"615" 10616 766 1
"616" 10619 498 8
"617" 10637 252 10
"618" 10615 795 10
"619" 10637 357 11
"620" 10631 485 10
"621" 10630 606 11
"622" 10642 12 11
"623" 10628 559 10
"624" 10637 472 8
"625" 10612 902 10
"626" 10627 652 10
"627" 10626 398 1
"628" 10652 78 5
"629" 10649 264 6
"630" 10624 940 10
"631" 10634 527 5
"632" 10633 747 9
"633" 10658 42 9
"634" 10642 847 9
"635" 10651 177 10
"636" 10643 321 10
"637" 10661 132 11
"638" 10653 436 9
"639" 10667 9 5
"640" 10664 232 11
"641" 10636 993 9
"642" 10667 147 10
"643" 10634 923 9
"644" 10668 297 8
"645" 10673 101 6
"646" 10669 478 10
"647" 10672 514 9
"648" 10647 612 10
"649" 10674 183 9
"650" 10626 872 10
"651" 10646 501 0
"652" 10663 845 8
"653" 10677 46 11
"654" 10652 874 1
"655" 10655 920 11
"656" 10680 88 10
"657" 10683 56 7
"658" 10667 404 11
"659" 10670 967 8
"660" 10660 783 9
"661" 10667 524 10
"662" 10677 250 7
"663" 10660 889 9
"664" 10693 120 11
"665" 10684 483 8
"666" 10667 901 11
"667" 10665 998 9
"668" 10700 10 11
"669" 10688 466 11
"670" 10680 733 8
"671" 10680 769 11
"672" 10684 968 11
"673" 10706 85 9
"674" 10707 177 5
"675" 10689 698 7
"676" 10687 815 9
"677" 10702 200 7
"678" 10693 930 11
"679" 10677 904 9
"680" 10715 14 5
"681" 10688 861 1
"682" 10717 155 10
"683" 10713 229 11
"684" 10710 332 10
"685" 10706 507 9
"686" 10700 350 5
"687" 10713 322 11
"688" 10683 951 9
"689" 10720 349 9
"690" 10709 817 11
"691" 10723 290 10
"692" 10700 462 7
"693" 10702 783 11
"694" 10729 263 11
"695" 10722 370 11
"696" 10718 846 9
"697" 10722 460 10
"698" 10708 386 10
"699" 10700 993 11
"700" 10716 753 11
"701" 10721 575 6
"702" 10715 715 11
"703" 10725 899 11
"704" 10724 823 6
"705" 10727 944 9
"706" 9585 1848 11
"707" 9590 1944 6
"708" 9586 1815 12
"709" 9586 1977 5
"710" 9579 2006 5
"711" 9611 1988 10
"712" 9609 2002 5
"713" 9623 1916 8
"714" 9618 1954 8
"715" 9647 1653 4
"716" 9636 1688 7
"717" 9647 1742 11
"718" 9635 1994 5
"719" 9668 1394 5
"720" 9657 1529 10
"721" 9658 1664 10
"722" 9662 1426 3
"723" 9661 1783 3
"724" 9652 1901 8
"725" 9662 1765 3
"726" 9655 1838 11
"727" 9667 1607 6
"728" 9662 1920 10
"729" 9667 1643 8
"730" 9655 1964 3
"731" 9678 1361 11
"732" 9680 1423 9
"733" 9650 1919 4
"734" 9670 1955 10
"735" 9677 1438 9
"736" 9656 1984 8
"737" 9687 1487 11
"738" 9692 1453 10
"739" 9674 1474 8
"740" 9688 1353 3
"741" 9645 1946 3
"742" 9679 1546 12
"743" 9672 1670 6
"744" 9674 1625 8
"745" 9671 1892 3
"746" 9694 1476 4
"747" 9700 1172 6
"748" 9693 1332 3
"749" 9685 1566 3
"750" 9683 1397 10
"751" 9679 1822 8
"752" 9688 1624 5
"753" 9674 1869 10
"754" 9699 1391 5
"755" 9707 1282 11
"756" 9683 1715 3
"757" 9690 1738 8
"758" 9705 1407 5
"759" 9685 1965 11
"760" 9691 1872 11
"761" 9689 1650 3
"762" 9697 1429 3
"763" 9707 1717 11
"764" 9697 1524 10
"765" 9715 1264 9
"766" 9695 1576 7
"767" 9693 1795 3
"768" 9695 1694 10
"769" 9695 1759 5
"770" 9718 1461 8
"771" 9710 1546 10
"772" 9721 1354 8
"773" 9702 1601 10
"774" 9706 1584 3
"775" 9718 1761 11
"776" 9709 1668 12
"777" 9706 1770 9
"778" 9727 1386 11
"779" 9734 1186 12
"780" 9737 1210 10
"781" 9727 1795 5
"782" 9728 1305 5
"783" 9736 1590 6
"784" 9734 1438 10
"785" 9735 1279 12
"786" 9734 1678 9
"787" 9717 1817 12
"788" 9743 1236 10
"789" 9742 1317 11
"790" 9740 1689 12
"791" 9751 1368 10
"792" 9754 1169 7
"793" 9753 1197 3
"794" 9753 1247 5
"795" 9732 1615 10
"796" 9733 1549 12
"797" 9757 1261 6
"798" 9743 1459 8
"799" 9739 1387 12
"800" 9744 1571 6
"801" 9763 1199 5
"802" 9747 1780 3
"803" 9735 1842 11
"804" 9743 1721 10
"805" 9733 1566 11
"806" 9735 1973 1
"807" 9759 1475 11
"808" 9765 1210 3
"809" 9762 1280 5
"810" 9759 1561 10
"811" 9774 1034 9
"812" 9775 1083 10
"813" 9773 1143 6
"814" 9772 1332 10
"815" 9777 1072 7
"816" 9762 1667 10
"817" 9773 1349 6
"818" 9763 1814 10
"819" 9765 1742 10
"820" 9782 1237 6
"821" 9766 1439 10
"822" 9774 1275 10
"823" 9769 1609 10
"824" 9776 1363 4
"825" 9771 1395 11
"826" 9769 1690 7
"827" 9779 1168 10
"828" 9789 1268 7
"829" 9769 1863 11
"830" 9761 1833 6
"831" 9764 1536 5
"832" 9797 1048 8
"833" 9788 1198 8
"834" 9786 1452 10
"835" 9790 1208 8
"836" 9793 1834 10
"837" 9766 1966 10
"838" 9784 1671 8
"839" 9785 1509 10
"840" 9788 1497 5
"841" 9809 1036 6
"842" 9793 1959 6
"843" 9786 1750 6
"844" 9783 1583 10
"845" 9794 1471 10
"846" 9800 1631 9
"847" 9803 1683 7
"848" 9785 1815 6
"849" 9815 1186 12
"850" 9815 1201 1
"851" 9790 1914 8
"852" 9803 1983 10
"853" 9812 1570 12
"854" 9794 1565 10
"855" 9811 1363 8
"856" 9811 1376 8
"857" 9779 1936 12
"858" 9813 1245 12
"859" 9827 1034 12
"860" 9819 1275 12
"861" 9819 1394 12
"862" 9826 1432 9
"863" 9828 1346 11
"864" 9823 1306 12
"865" 9789 1938 10
"866" 9806 1942 10
"867" 9837 1059 8
"868" 9835 1174 10
"869" 9828 1573 8
"870" 9820 1739 10
"871" 9819 1709 7
"872" 9841 1451 10
"873" 9852 1465 10
"874" 9846 1281 9
"875" 9848 1530 6
"876" 9836 1586 10
"877" 9837 1546 10
"878" 9842 1836 10
"879" 9829 1958 7
"880" 9853 1605 9
"881" 9832 1901 11
"882" 9859 1153 10
"883" 9856 1426 7
"884" 9863 1163 7
"885" 9866 1091 10
"886" 9873 1118 10
"887" 9876 1025 12
"888" 9856 1895 10
"889" 9864 1474 11
"890" 9873 1445 11
"891" 9869 1271 6
"892" 9863 1308 10
"893" 9876 1346 10
"894" 9851 1864 12
"895" 9865 1921 11
"896" 9862 1834 6
"897" 9871 1505 11
"898" 9870 1520 12
"899" 9885 1161 7
"900" 9891 1072 10
"901" 9889 1150 11
"902" 9885 1307 10
"903" 9887 1481 11
"904" 9869 1877 6
"905" 9885 1648 11
"906" 9892 1382 9
"907" 9889 1245 10
"908" 9886 1576 10
"909" 9900 1446 9
"910" 9899 1280 11
"911" 9874 1844 10
"912" 9900 1548 11
"913" 9893 1531 1
"914" 9876 1898 6
"915" 9891 1856 8
"916" 9913 1121 10
"917" 9913 1241 12
"918" 9915 1274 7
"919" 9914 1525 8
"920" 9893 1983 12
"921" 9914 1635 10
"922" 9911 1505 10
"923" 9926 1155 6
"924" 9919 1357 6
"925" 9921 1258 10
"926" 9929 1355 10
"927" 9907 1905 8
"928" 9911 1681 10
"929" 9932 1187 10
"930" 9925 1082 10
"931" 9889 1810 5
"932" 9912 1804 9
"933" 9889 1912 11
"934" 9922 1418 1
"935" 9932 1305 6
"936" 9927 1320 10
"937" 9940 1134 5
"938" 9934 1515 8
"939" 9929 1684 8
"940" 9916 1461 10
"941" 9941 1433 11
"942" 9916 1549 5
"943" 9918 1601 8
"944" 9947 1031 9
"945" 9937 1581 6
"946" 9928 1782 9
"947" 9942 1468 11
"948" 9930 1649 10
"949" 9959 1070 10
"950" 9930 1839 10
"951" 9946 1223 11
"952" 9946 1242 12
"953" 9958 1162 12
"954" 9918 1946 9
"955" 9918 1994 12
"956" 9948 1545 10
"957" 9950 1771 12
"958" 9959 1340 11
"959" 9960 1195 10
"960" 9937 1912 12
"961" 9951 1404 10
"962" 9955 1781 12
"963" 9971 1137 10
"964" 9967 1318 12
"965" 9952 1592 6
"966" 9967 1388 9
"967" 9959 1694 11
"968" 9961 1749 8
"969" 9954 1616 11
"970" 9974 1206 12
"971" 9967 1574 7
"972" 9971 1439 12
"973" 9959 1904 10
"974" 9970 1818 11
"975" 9967 1707 7
"976" 9982 1156 10
"977" 9981 1286 9
"978" 9948 2006 10
"979" 9977 1401 7
"980" 9953 1792 12
"981" 9981 1422 9
"982" 9985 1333 11
"983" 9988 1361 8
"984" 9987 1378 11
"985" 9945 1897 9
"986" 9980 1518 10
"987" 9991 1280 10
"988" 10000 1105 10
"989" 10002 1170 11
"990" 10004 1190 9
"991" 9962 1956 9
"992" 9991 1455 7
"993" 9989 1479 6
"994" 9992 1304 5
"995" 9998 1622 7
"996" 9988 2008 11
"997" 9989 1732 6
"998" 10004 1356 8
"999" 10001 1508 6
"1000" 9984 1605 11
"1001" 9991 1963 11
"1002" 10003 1225 7
"1003" 10008 1329 6
"1004" 10002 1612 8
"1005" 9977 2003 12
"1006" 10008 1723 10
"1007" 10019 1248 8
"1008" 9997 1571 11
"1009" 9990 1942 12
"1010" 10017 1235 12
"1011" 10004 1984 8
"1012" 9994 1852 8
"1013" 10003 1868 10
"1014" 10003 1882 10
"1015" 10009 1895 8
"1016" 10028 1212 7
"1017" 10017 1396 12
"1018" 10036 1046 12
"1019" 10036 1146 12
"1020" 10021 1628 11
"1021" 10024 1317 10
"1022" 10034 1465 10
"1023" 10023 1805 11
"1024" 10023 1926 12
"1025" 10022 1853 12
"1026" 10021 1981 10
"1027" 10044 1740 8
"1028" 10030 1674 10
"1029" 10024 1553 10
"1030" 10030 1786 12
"1031" 10050 1451 6
"1032" 10039 1826 5
"1033" 10038 1881 10
"1034" 10049 1540 7
"1035" 10045 1228 12
"1036" 10063 1116 10
"1037" 10058 1127 11
"1038" 10068 1064 9
"1039" 10069 1197 10
"1040" 10049 1836 10
"1041" 10067 1358 7
"1042" 10052 1414 5
"1043" 10052 1433 7
"1044" 10060 1389 10
"1045" 10050 1851 11
"1046" 10062 1658 10
"1047" 10047 1752 6
"1048" 10053 1927 9
"1049" 10060 1570 9
"1050" 10074 1109 8
"1051" 10069 1501 6
"1052" 10070 1630 12
"1053" 10046 1960 8
"1054" 10074 1411 10
"1055" 10069 1890 10
"1056" 10083 1164 11
"1057" 10066 1796 10
"1058" 10078 1434 6
"1059" 10065 1683 12
"1060" 10071 1722 10
"1061" 10068 1768 8
"1062" 10090 1028 11
"1063" 10069 1997 8
"1064" 10084 1421 5
"1065" 10061 1555 10
"1066" 10090 1116 11
"1067" 10075 1612 12
"1068" 10081 1725 5
"1069" 10084 1637 6
"1070" 10064 1865 3
"1071" 10085 1838 12
"1072" 10075 1945 10
"1073" 10092 1395 11
"1074" 10100 1182 10
"1075" 10082 1662 6
"1076" 10105 1221 10
"1077" 10094 1591 11
"1078" 10095 1611 6
"1079" 10086 1520 10
"1080" 10114 1098 9
"1081" 10091 1241 8
"1082" 10096 1691 9
"1083" 10100 1712 7
"1084" 10099 1865 11
"1085" 10097 1984 9
"1086" 10105 1622 11
"1087" 10109 1463 10
"1088" 10112 1821 11
"1089" 10120 1374 5
"1090" 10102 1639 6
"1091" 10102 1725 12
"1092" 10114 1857 11
"1093" 10127 1049 9
"1094" 10122 1305 12
"1095" 10130 1120 10
"1096" 10116 1422 3
"1097" 10101 1901 11
"1098" 10135 1169 3
"1099" 10106 1754 6
"1100" 10116 1710 11
"1101" 10139 1086 10
"1102" 10123 1456 11
"1103" 10133 1190 11
"1104" 10103 1561 10
"1105" 10127 1407 11
"1106" 10130 1318 10
"1107" 10103 1651 9
"1108" 10129 1417 4
"1109" 10127 1582 1
"1110" 10133 1278 6
"1111" 10123 1766 11
"1112" 10125 1925 10
"1113" 10128 1537 8
"1114" 10127 1897 6
"1115" 10129 1733 6
"1116" 10145 1302 12
"1117" 10127 1914 10
"1118" 10118 1610 8
"1119" 10127 2008 12
"1120" 10158 1095 6
"1121" 10142 1625 11
"1122" 10121 1796 11
"1123" 10150 1252 8
"1124" 10152 1440 6
"1125" 10151 1163 3
"1126" 10140 1359 10
"1127" 10140 1452 8
"1128" 10128 1986 10
"1129" 10130 1850 12
"1130" 10140 1509 9
"1131" 10164 1239 11
"1132" 10150 1340 6
"1133" 10151 1475 11
"1134" 10151 1494 8
"1135" 10166 1357 12
"1136" 10171 1089 9
"1137" 10156 1656 8
"1138" 10150 1560 10
"1139" 10152 1771 12
"1140" 10140 1747 5
"1141" 10154 1801 1
"1142" 10140 1788 6
"1143" 10152 1886 9
"1144" 10150 1735 10
"1145" 10151 1989 10
"1146" 10179 1046 6
"1147" 10163 1817 12
"1148" 10150 1951 10
"1149" 10169 1431 11
"1150" 10179 1408 11
"1151" 10177 1269 11
"1152" 10179 1610 9
"1153" 10179 1620 10
"1154" 10196 1035 8
"1155" 10189 1406 8
"1156" 10184 1468 11
"1157" 10179 1724 7
"1158" 10171 1666 10
"1159" 10196 1180 11
"1160" 10178 1479 8
"1161" 10181 1789 11
"1162" 10190 1542 8
"1163" 10176 1957 7
"1164" 10183 1740 8
"1165" 10174 1842 12
"1166" 10182 1572 10
"1167" 10184 1919 8
"1168" 10200 1344 11
"1169" 10217 1020 11
"1170" 10208 1283 1
"1171" 10194 1839 8
"1172" 10217 1161 3
"1173" 10204 1496 11
"1174" 10204 1514 12
"1175" 10201 1773 6
"1176" 10211 1199 10
"1177" 10210 1271 10
"1178" 10187 1864 10
"1179" 10187 1901 8
"1180" 10191 1976 9
"1181" 10223 1231 12
"1182" 10208 1443 7
"1183" 10203 1737 6
"1184" 10198 1879 5
"1185" 10226 1111 11
"1186" 10200 1823 11
"1187" 10211 1707 11
"1188" 10227 1245 8
"1189" 10228 1146 10
"1190" 10219 1644 12
"1191" 10227 1409 6
"1192" 10223 1374 11
"1193" 10232 1169 3
"1194" 10207 1906 10
"1195" 10222 1543 9
"1196" 10225 1447 12
"1197" 10222 1675 10
"1198" 10237 1365 12
"1199" 10212 1723 8
"1200" 10217 1952 10
"1201" 10217 2006 9
"1202" 10244 1079 10
"1203" 10240 1251 11
"1204" 10233 1300 7
"1205" 10242 1164 9
"1206" 10220 1744 12
